Gene,mut.rate,dn.LoF,case.LoF,ctrl.LoF,trans.LoF,ntrans.LoF,dn.mis3,case.mis3,ctrl.mis3,trans.mis3,ntrans.mis3,BF.dn,BF,qvalue.dn,qvalue,pval.TADA
DEPDC1B,1.93E-05,0,1,1,0,0,0,1,4,2,3,0.802172404,0.902496653,0.926910321,0.872647635,0.205254337
IRF2BPL,4.84E-05,0,1,0,0,0,0,5,9,0,1,0.579215977,0.9024681,0.938024299,0.872666228,0.205277288
TNFRSF10D,1.93E-05,0,1,1,0,0,0,1,5,3,2,0.802172404,0.902210108,0.92691946,0.872684815,0.205355218
CETN3,4.98E-06,0,1,1,1,2,0,0,0,0,0,0.944210169,0.902172384,0.837435875,0.872703394,0.205379237
PWP2,4.84E-05,0,0,0,1,0,0,10,37,6,8,0.579215977,0.902080174,0.93803346,0.872721964,0.205413931
HSPA2,4.85E-05,0,1,0,0,0,0,1,4,3,2,0.578578126,0.901989427,0.938041098,0.872740527,0.205448092
NKX6-2,1.94E-05,0,1,0,0,1,0,0,2,1,2,0.800900507,0.90194391,0.927085304,0.87275908,0.205462503
IFNA7,5.90E-06,0,1,3,1,0,0,1,5,2,0,0.934279088,0.901801103,0.85615058,0.872777626,0.205506272
COPA,4.98E-05,0,1,0,0,0,0,3,17,0,6,0.570355142,0.900915427,0.938185175,0.872796176,0.205729917
PDHA1,1.85E-05,0,1,1,0,0,0,0,0,0,0,0.808931876,0.900897622,0.925982843,0.872814716,0.20575447
ATXN1,4.84E-05,0,0,0,1,0,0,8,24,8,6,0.579215977,0.900584022,0.938022771,0.872833252,0.205856418
CCDC92,1.95E-05,0,0,0,1,1,0,4,11,1,4,0.80035608,0.900551754,0.927148454,0.872851778,0.205865492
SLC25A22,1.96E-05,0,0,0,1,1,0,2,1,1,0,0.799540194,0.900501816,0.927262832,0.872870296,0.2058751
PURB,1.95E-05,0,1,1,0,0,0,0,2,1,1,0.799721424,0.900439728,0.927231517,0.872888806,0.205898586
OXER1,1.94E-05,0,0,1,1,0,0,3,12,2,1,0.800718987,0.900416363,0.927110141,0.872907306,0.205909795
NDUFB4,6.15E-06,0,1,3,1,0,0,1,6,1,2,0.931600101,0.900254603,0.860236601,0.872925799,0.205962637
DNAI2,3.30E-05,0,2,2,0,0,0,9,21,7,5,0.687200402,0.900187619,0.93522755,0.872944284,0.205986656
GCOM1,1.97E-05,0,0,1,1,0,0,4,19,11,3,0.798363288,0.900140986,0.92739631,0.87296276,0.206
P2RX3,1.94E-05,0,0,0,1,1,0,4,10,3,3,0.800991284,0.90008425,0.927078523,0.872981227,0.206031492
FAM83G,4.85E-05,0,0,0,1,0,0,9,28,3,3,0.578578126,0.899928217,0.938036514,0.872999688,0.206093942
TRAF1,1.96E-05,0,0,1,1,0,0,1,1,1,0,0.799359009,0.899890268,0.927302995,0.873018139,0.206118495
CAD,0.0001104,0,2,1,1,0,0,9,39,10,14,0.298205899,0.899324396,0.940350024,0.87303659,0.20626688
C1orf100,6.33E-06,0,2,3,0,0,0,0,1,0,1,0.929676404,0.898625266,0.863202878,0.873055041,0.206460101
SLC39A13,1.97E-05,0,0,0,1,1,0,3,9,1,2,0.798453752,0.898249382,0.927387444,0.873073488,0.206547638
CENPQ,7.63E-06,0,3,6,1,0,0,0,1,0,0,0.915910677,0.897888182,0.880010034,0.873091931,0.206675741
TRIM68,1.94E-05,0,2,4,1,0,0,4,11,6,8,0.801354504,0.897876002,0.927028703,0.873110365,0.206677876
ZNF623,1.97E-05,0,1,1,0,0,0,2,6,2,2,0.798091962,0.897554991,0.927431726,0.873128794,0.20675367
MYLIP,1.98E-05,0,0,0,1,1,0,4,5,2,3,0.797639975,0.897414416,0.927467071,0.873147216,0.2067921
DCLRE1C,1.94E-05,0,2,4,1,0,0,6,9,2,8,0.800718987,0.89736935,0.927107885,0.873165629,0.206800107
AGPAT2,1.99E-05,0,1,1,0,0,0,0,2,0,1,0.796195484,0.897317848,0.927636114,0.873184034,0.206813451
ANGPT2,1.99E-05,0,1,1,0,0,0,0,7,2,0,0.796827098,0.897206056,0.927550713,0.873202431,0.206842808
PDE4C,3.33E-05,0,1,2,1,0,0,3,11,4,10,0.684899024,0.897065519,0.935338496,0.873220821,0.206878036
KIAA1598,1.98E-05,0,1,1,0,0,0,1,5,3,1,0.797188265,0.896750905,0.927511144,0.873239205,0.206978916
CYP2W1,2.01E-05,0,0,1,1,0,0,1,5,0,2,0.79502393,0.896336558,0.927768749,0.873257587,0.207099546
LPCAT3,1.99E-05,0,1,1,0,0,0,1,3,3,3,0.796105298,0.895532684,0.927653571,0.873275971,0.207334935
ENTPD3,1.97E-05,0,2,3,1,1,0,2,14,5,2,0.798453752,0.895145978,0.927383009,0.873294351,0.207426208
MAT1A,1.99E-05,0,1,1,0,0,0,4,7,1,2,0.796105298,0.895113262,0.927657932,0.873312722,0.207440085
TRIM66,4.83E-05,0,1,0,0,0,0,0,0,0,0,0.579854593,0.894975408,0.938021244,0.873331087,0.207483854
ALDH6A1,1.99E-05,0,1,1,0,0,0,6,19,2,2,0.796285682,0.89472879,0.927614263,0.873349445,0.207535629
CD177,2.02E-05,0,1,1,0,0,0,2,10,0,0,0.793404872,0.894522593,0.927949624,0.873367797,0.207586336
CCDC74A,2.01E-05,0,1,1,0,0,0,0,5,2,2,0.79439387,0.894466306,0.927837895,0.87338614,0.207609287
TM7SF3,2.01E-05,0,1,1,0,0,0,5,17,1,2,0.794483846,0.894329316,0.927833582,0.873404477,0.207647184
SIRT1,2.01E-05,0,0,1,1,0,0,0,3,2,1,0.794573832,0.89422331,0.927820636,0.873422805,0.207688284
CHRM5,2.00E-05,0,1,0,0,1,0,1,10,6,4,0.795834806,0.894145204,0.927688424,0.873441126,0.207707499
NMBR,1.97E-05,0,2,4,1,0,0,3,17,6,4,0.798091962,0.894141984,0.927429515,0.873459437,0.207714972
TRPC6,3.34E-05,0,1,2,1,0,0,6,19,4,4,0.68398082,0.893644861,0.935375408,0.873477746,0.207867094
ZNF318,7.68E-05,0,0,4,1,0,1,19,39,13,9,1.801532937,0.893389628,0.716245535,0.87349605,0.20794609
ETS1,2.02E-05,0,0,1,1,0,0,2,8,2,2,0.79403408,0.893101626,0.927880962,0.873514348,0.20802135
SYNRG,4.56E-05,0,0,4,0,0,1,6,29,5,6,2.636096512,0.892800677,0.689667674,0.873532642,0.208099813
SLC4A2,6.45E-05,0,0,3,0,0,1,6,15,9,4,2.090333613,0.892618852,0.707488569,0.873550929,0.208134508
C1orf129,2.02E-05,0,1,1,0,0,0,3,13,4,5,0.794124011,0.892447429,0.927870206,0.873569209,0.208186282
PROKR1,2.05E-05,0,1,1,0,0,0,2,11,1,2,0.790893459,0.891738391,0.928252862,0.873587491,0.208382706
CCDC155,2.03E-05,0,0,1,1,0,0,2,10,3,1,0.792865983,0.891367961,0.928003068,0.873605768,0.208486256
HDAC3,2.05E-05,0,0,1,1,0,0,0,2,0,0,0.791162125,0.891363694,0.928219221,0.873624036,0.208493195
IQCF2,7.11E-06,0,2,3,0,0,0,3,3,2,0,0.921390177,0.89104112,0.873757541,0.8736423,0.208587136
BCAR1,5.15E-05,0,1,0,0,0,0,10,51,6,9,0.559793021,0.890946878,0.938381513,0.873660556,0.208609554
UMPS,2.04E-05,0,1,1,0,0,0,2,11,2,1,0.791699755,0.890906561,0.928174964,0.873678803,0.208625033
CD2AP,2.03E-05,0,1,0,0,1,0,2,13,6,4,0.79295577,0.890548704,0.927996663,0.873697046,0.208692287
ZNF554,2.17E-05,0,1,6,4,1,0,2,13,2,2,0.780315973,0.890524043,0.929374701,0.873715281,0.20869976
RAVER2,2.06E-05,0,0,0,1,1,0,7,10,2,1,0.790088056,0.890204842,0.928351269,0.87373351,0.208768615
KRTAP27-1,7.10E-06,0,1,3,1,0,0,0,1,1,2,0.921495901,0.890157161,0.873616667,0.873751732,0.208802242
TDRKH,2.07E-05,0,0,1,1,0,0,1,8,7,0,0.78919421,0.890008407,0.928438695,0.873769946,0.208849746
PXK,2.13E-05,0,1,0,0,1,0,1,18,4,7,0.784297667,0.889930311,0.928953884,0.873788152,0.208872698
JPH3,4.94E-05,0,1,0,0,0,0,8,29,7,3,0.572871685,0.889618912,0.938143666,0.873806354,0.20897091
SLC26A11,3.39E-05,0,1,1,1,1,0,9,23,8,7,0.680321361,0.889612834,0.935493524,0.873824547,0.208971978
HYAL1,2.12E-05,0,1,1,0,0,0,6,7,6,5,0.785096654,0.889341393,0.928850966,0.873842734,0.209029624
SQLE,2.05E-05,0,1,1,0,0,0,4,12,3,4,0.791072559,0.88874675,0.928233947,0.873860921,0.209151321
CYP19A1,2.06E-05,0,1,1,0,0,0,4,10,1,3,0.790088056,0.888461777,0.928347094,0.873879102,0.20920363
FUCA1,2.06E-05,0,1,0,0,1,0,2,6,3,4,0.789998622,0.888155789,0.928357529,0.873897279,0.209273552
ATN1,5.09E-05,0,1,0,0,0,0,2,15,2,9,0.563496364,0.888029295,0.938311739,0.873915449,0.209303443
ACOT12,2.18E-05,0,3,7,2,0,0,8,15,4,5,0.77961042,0.887378151,0.929443121,0.873933619,0.209446491
LRRC1,2.07E-05,0,1,1,0,0,0,4,14,3,5,0.78892627,0.886860916,0.928447001,0.873951787,0.209556979
MKNK2,2.08E-05,0,1,1,0,0,0,1,7,5,3,0.78865843,0.886675609,0.928482252,0.873969949,0.209598078
MMP28,2.08E-05,0,1,1,0,0,0,1,5,3,5,0.788301463,0.88665378,0.928509157,0.873988102,0.209602882
C20orf195,2.07E-05,0,1,0,0,1,0,4,14,4,6,0.789283545,0.886632519,0.928426232,0.874006246,0.209614625
APLNR,2.07E-05,0,0,1,1,0,0,6,15,3,4,0.789372891,0.886237314,0.928419998,0.874024387,0.209704831
C6orf10,2.07E-05,0,1,3,2,1,0,2,5,1,3,0.78919421,0.886142152,0.928432465,0.87404252,0.209726181
SPATA21,2.13E-05,0,0,1,1,0,0,1,5,7,1,0.784120235,0.885978366,0.928975993,0.874060646,0.209764612
ABCB4,4.99E-05,0,0,0,1,0,0,6,21,6,5,0.569727884,0.885545276,0.938194409,0.874078769,0.209819589
ZFP91,2.11E-05,0,1,1,0,0,0,0,7,2,2,0.7857187,0.885390796,0.928777896,0.874096886,0.209845743
TRPS1,5.01E-05,0,1,0,0,0,0,4,16,6,11,0.568475616,0.885058169,0.938220606,0.874114998,0.209923139
PKLR,3.50E-05,0,1,2,1,0,0,2,19,4,6,0.672015109,0.884942857,0.935738186,0.874133103,0.209950894
GRIK5,4.99E-05,0,1,0,0,0,0,8,26,6,6,0.569727884,0.884902591,0.938199029,0.874151199,0.2099589
NIPAL3,2.09E-05,0,0,1,1,0,0,4,17,4,3,0.787409813,0.884527685,0.928599912,0.874169292,0.210025087
EPX,3.85E-05,0,4,10,4,1,0,5,27,5,5,0.64631105,0.884327064,0.936495592,0.874187378,0.210087003
ZNF404,2.12E-05,0,0,0,1,1,0,3,5,6,6,0.784741439,0.884180723,0.928907556,0.874205458,0.210117961
TRAPPC8,5.03E-05,0,1,0,0,0,0,7,14,5,5,0.567226338,0.884117376,0.938254552,0.874223529,0.210138244
ZNF71,3.46E-05,0,1,4,3,1,0,0,5,1,0,0.675022741,0.884084359,0.935667442,0.874241592,0.210149987
CXCR3,2.02E-05,0,1,1,0,0,0,0,0,0,0,0.793674466,0.88390563,0.927921766,0.874259649,0.210216173
TRAFD1,2.12E-05,0,1,1,0,0,0,1,1,0,3,0.784830227,0.883846166,0.928887372,0.874277697,0.210225247
TMEM198,2.15E-05,0,1,1,0,0,0,6,11,6,3,0.782171355,0.883813423,0.9291736,0.874295737,0.210230051
CASR,5.04E-05,0,0,0,1,0,0,3,8,0,0,0.566602817,0.883576896,0.938259183,0.874313771,0.210290899
ENPP6,2.12E-05,0,1,1,0,0,0,1,11,3,1,0.785185485,0.883575996,0.928838812,0.874331796,0.210295169
RAB23,7.77E-06,0,2,2,0,1,0,1,5,1,1,0.914441491,0.883141185,0.881707197,0.874349818,0.210429143
AGFG1,2.13E-05,0,0,0,1,1,0,3,14,3,5,0.784120235,0.882663275,0.928965948,0.874367838,0.21052522
GATS,9.31E-06,0,2,4,2,2,0,1,9,0,0,0.898448553,0.882641362,0.895016366,0.87438585,0.210533227
CABLES2,2.12E-05,0,1,1,0,0,0,2,7,3,2,0.785007834,0.882635657,0.92885704,0.874403852,0.210539098
SMC1A,5.06E-05,0,1,0,0,0,0,0,1,0,0,0.565358009,0.882557927,0.938282352,0.874421847,0.210556712
TMEM126B,6.90E-06,0,2,1,0,2,0,0,0,0,0,0.923613152,0.88249238,0.871185219,0.874439834,0.210570056
KIAA2022,5.06E-05,0,1,0,0,0,0,1,4,0,0,0.565358009,0.882374644,0.938277716,0.874457813,0.21060048
SELE,2.16E-05,0,1,1,0,0,0,4,20,3,6,0.78102222,0.881954843,0.929309919,0.87447579,0.210724313
PIKFYVE,7.58E-05,0,1,4,0,0,1,11,35,11,13,1.823322738,0.881724431,0.715255926,0.874493761,0.210799573
CECR1,2.11E-05,0,1,1,0,0,0,4,15,6,4,0.785274327,0.881719992,0.928822591,0.874511723,0.210802242
C5orf28,8.05E-06,0,2,3,0,0,0,0,4,0,0,0.911510803,0.881702513,0.884719815,0.874529676,0.210808113
ZNF34,2.14E-05,0,1,1,0,0,0,2,7,0,0,0.783056556,0.881700792,0.92909205,0.87454762,0.210816653
ARRB1,2.14E-05,0,1,1,0,0,0,3,5,0,2,0.783322328,0.88128908,0.929052124,0.874565561,0.210950093
NYNRIN,8.03E-05,0,2,2,1,0,0,7,41,7,10,0.409684596,0.881268664,0.939891539,0.874583494,0.210962904
NMNAT3,9.58E-06,0,3,6,1,0,0,0,3,0,5,0.895676074,0.881106328,0.8969835,0.87460142,0.211009341
MARCO,2.19E-05,0,1,1,0,0,0,0,7,1,4,0.778729454,0.880396269,0.929550052,0.874619347,0.211155057
ZNF326,2.15E-05,0,1,1,0,0,0,4,5,1,1,0.782348308,0.880392239,0.929157719,0.874637266,0.211158794
CNPY2,8.20E-06,0,2,3,0,0,0,0,3,0,1,0.909944996,0.880187911,0.885994532,0.874655178,0.211203096
SLC38A7,2.16E-05,0,0,1,1,0,0,2,6,0,1,0.781640757,0.88010664,0.929231044,0.874673083,0.211217507
NHSL1,6.39E-05,0,2,1,0,0,0,0,0,0,0,0.488885609,0.880013616,0.939291601,0.87469098,0.211252202
CDKAL1,2.14E-05,0,1,0,0,1,0,4,7,1,3,0.782702345,0.87995295,0.929115961,0.874708869,0.211278356
COX6A1,7.18E-06,0,2,3,0,0,0,0,0,0,0,0.92065048,0.879661611,0.874522691,0.874726753,0.21135415
ZNF770,2.15E-05,0,1,1,0,0,0,3,3,0,2,0.781729163,0.87949441,0.929221155,0.874744631,0.211389378
OBP2B,8.61E-06,0,1,2,1,1,0,0,8,0,1,0.905680031,0.879029419,0.88945293,0.874762507,0.211492394
SLC2A3,2.17E-05,0,1,1,0,0,0,1,10,2,2,0.780051309,0.878998345,0.929400151,0.874780374,0.211504137
RALGDS,3.76E-05,0,0,1,2,1,0,3,28,1,5,0.652816998,0.878395317,0.936293616,0.874798241,0.211642914
MTMR6,2.17E-05,0,1,1,0,0,0,3,7,1,1,0.780580734,0.877861409,0.929341357,0.874816106,0.211776354
PEX11A,8.33E-06,0,0,3,2,0,0,1,1,0,2,0.908590329,0.877690489,0.887093379,0.874833966,0.211800907
ADAMTS5,5.11E-05,0,1,0,0,0,0,7,16,8,7,0.562258967,0.877668725,0.938331866,0.874851816,0.211803042
C3orf67,2.16E-05,0,2,3,1,1,0,4,24,6,7,0.78102222,0.877650728,0.929304018,0.874869658,0.211813184
ANKS1A,5.15E-05,0,0,0,1,0,0,6,29,4,6,0.559793021,0.876995885,0.938378408,0.874887501,0.211995196
RPAP3,2.18E-05,0,0,1,1,0,0,5,4,1,3,0.779081711,0.876966397,0.929505427,0.874905335,0.212014945
ATP7A,5.16E-05,0,1,0,0,0,0,1,12,0,0,0.559178371,0.876936819,0.938389277,0.87492316,0.21202135
AKAP10,2.23E-05,0,1,1,0,0,0,0,9,1,3,0.774953616,0.876930427,0.929921699,0.874940977,0.212021884
ADAMTS18,5.03E-05,0,5,7,2,2,0,8,42,12,12,0.567226338,0.876725603,0.938236036,0.874958789,0.212056045
FAM55C,2.18E-05,0,0,1,1,0,0,3,6,2,4,0.779786743,0.876675086,0.929435317,0.874976591,0.212072591
KRT13,2.25E-05,0,0,1,1,0,0,7,42,8,8,0.773553738,0.876674595,0.930036804,0.874994386,0.212073659
TBC1D15,2.19E-05,0,1,1,0,0,0,1,10,3,4,0.778289377,0.876554366,0.929588754,0.875012173,0.212089138
ERBB4,5.09E-05,0,1,0,0,0,0,4,13,8,10,0.563496364,0.87643453,0.938313287,0.875029953,0.212134508
LCN6,8.35E-06,0,2,3,0,0,0,3,13,2,0,0.908382114,0.876373407,0.887311564,0.875047725,0.212153189
HAUS1,1.00E-05,0,3,5,1,1,0,1,8,0,2,0.891381808,0.876343855,0.900068645,0.875065489,0.212159061
SLC17A8,2.22E-05,0,2,1,1,3,0,5,23,1,2,0.776093045,0.876032691,0.929798144,0.875083248,0.212236456
NR5A2,2.19E-05,0,0,1,1,0,0,3,5,0,0,0.778289377,0.875624435,0.929586821,0.875101004,0.212348012
SORCS2,5.17E-05,0,1,0,0,0,0,8,31,3,7,0.558564455,0.875448388,0.938403265,0.875118754,0.212402455
ACTRT2,2.19E-05,0,1,0,0,1,0,1,16,6,3,0.778729454,0.875398301,0.929540362,0.875136496,0.212419536
AATF,2.18E-05,0,3,4,0,0,0,3,8,4,1,0.77943414,0.875364173,0.929466512,0.87515423,0.212425407
WNT9A,2.22E-05,0,0,0,1,1,0,0,5,0,0,0.776005331,0.875352626,0.929807685,0.875171955,0.212429677
PRKAG3,2.19E-05,0,1,1,0,0,0,8,16,5,5,0.778201394,0.875123207,0.929594552,0.875189675,0.212484654
KIF2A,2.21E-05,0,1,1,0,0,0,1,5,0,1,0.776531771,0.875079881,0.929763755,0.875207387,0.212499066
ST8SIA5,2.21E-05,0,0,1,1,0,0,3,3,3,3,0.776882947,0.875000829,0.929719707,0.875225091,0.212513477
SLC22A15,2.21E-05,0,1,1,0,0,0,0,4,1,1,0.776619549,0.874849742,0.92975419,0.875242788,0.21256632
LRRC37B,3.58E-05,0,0,2,2,0,0,1,11,2,3,0.666043446,0.874838181,0.935928215,0.875260477,0.212567921
C2orf89,2.30E-05,0,0,1,1,0,0,2,19,1,3,0.768588974,0.874701659,0.930482205,0.875278159,0.212603149
ATP2B4,5.11E-05,0,1,0,0,0,0,7,29,7,8,0.562258967,0.874433985,0.938333416,0.875295836,0.212670937
SLC2A9,2.21E-05,0,0,0,1,1,0,3,8,5,3,0.776882947,0.874205953,0.929717789,0.875313508,0.21278783
SKIL,2.21E-05,0,1,1,0,0,0,1,4,3,4,0.777234295,0.874097917,0.929679375,0.875331172,0.2128332
DCTD,8.81E-06,0,1,3,1,0,0,2,8,0,2,0.903607456,0.874044653,0.890834757,0.875348829,0.212854017
PROL1,8.76E-06,0,1,2,1,1,0,0,2,0,0,0.904125116,0.873927389,0.890390814,0.875366478,0.212901521
PTRHD1,8.79E-06,0,2,2,0,1,0,0,2,0,0,0.903814481,0.87362713,0.890669092,0.875384123,0.213002936
GCM2,2.22E-05,0,1,1,0,0,0,2,7,5,1,0.775654587,0.873495997,0.929860997,0.875401761,0.213026421
ZNF211,2.19E-05,0,1,1,0,0,0,5,18,6,6,0.778201394,0.873066989,0.929600348,0.875419397,0.213175874
ST3GAL2,2.24E-05,0,1,1,0,0,0,1,3,0,1,0.774515858,0.872230514,0.929970855,0.875437036,0.21340806
C9orf89,8.82E-06,0,2,2,0,1,0,3,6,3,3,0.903503963,0.871763839,0.890930944,0.875454672,0.213534561
BFSP1,2.25E-05,0,0,0,1,1,0,2,13,5,10,0.773728572,0.871558241,0.930025514,0.875472303,0.213579931
PRSS58,8.86E-06,0,0,3,2,0,0,1,7,3,3,0.903090118,0.871465486,0.891312459,0.875489927,0.213623165
SEMA3F,4.89E-05,0,0,0,0,4,1,0,16,1,5,2.530666773,0.870982248,0.69366848,0.875507548,0.213715506
GABRA4,2.25E-05,0,1,0,0,1,0,2,2,0,1,0.773291567,0.870284313,0.930080009,0.875525171,0.213866026
ITPK1,2.26E-05,0,1,0,0,1,0,2,3,2,1,0.772505634,0.869504605,0.930149248,0.875542796,0.214059781
CHRNA3,2.28E-05,0,1,2,2,2,0,3,8,7,2,0.770762223,0.869048806,0.930309164,0.875560419,0.21417881
ZCCHC24,9.16E-06,0,0,1,2,2,0,3,5,0,3,0.899992852,0.868827456,0.893771111,0.875578037,0.214219376
PSEN2,2.32E-05,0,1,1,0,0,0,6,10,7,5,0.767288223,0.868097098,0.930608165,0.875595656,0.214388044
SLFNL1,2.25E-05,0,0,1,1,0,0,7,19,5,12,0.773378946,0.867979952,0.930066874,0.875613268,0.21442861
E2F2,2.28E-05,0,0,1,1,0,0,6,7,1,2,0.771023462,0.867749844,0.930273973,0.875630874,0.214494796
DNAAF2,3.63E-05,0,1,2,1,0,0,3,4,1,3,0.662340461,0.867228055,0.936023938,0.875648479,0.214635709
C17orf62,9.42E-06,0,2,2,0,1,0,6,8,2,2,0.897317899,0.866842358,0.895750017,0.875666081,0.214737657
DENND3,6.58E-05,0,1,0,1,1,0,8,29,9,10,0.47891094,0.866607014,0.93940021,0.875683678,0.214789432
GSDMD,2.36E-05,0,1,1,0,0,0,2,17,1,2,0.764176175,0.866283005,0.930846536,0.875701271,0.214843875
NR1H3,2.28E-05,0,0,1,1,0,0,5,13,2,4,0.770936372,0.866217691,0.930292505,0.875718856,0.214859888
PLXDC1,2.30E-05,0,1,1,0,0,0,3,11,1,2,0.769370575,0.866105417,0.930432677,0.875736434,0.214900987
MRPS23,9.66E-06,0,1,2,1,1,0,1,8,0,0,0.894856387,0.866050385,0.897674598,0.875754004,0.214906325
FLT1,5.28E-05,0,1,0,0,0,0,2,24,6,7,0.551859492,0.865841456,0.938501576,0.875771569,0.214954897
LOXL3,3.77E-05,0,1,1,1,1,0,1,20,3,6,0.652090612,0.86582239,0.936314268,0.875789125,0.214956499
PARP9,2.29E-05,0,1,1,0,0,0,2,9,6,5,0.769805172,0.865044818,0.930392224,0.875806683,0.215148652
RNGTT,2.31E-05,0,1,1,0,0,0,0,3,1,1,0.768068386,0.864969614,0.930522474,0.875824234,0.215176408
FASTKD2,2.32E-05,0,0,1,1,0,0,2,4,6,5,0.767548181,0.864887104,0.930582692,0.875841778,0.215205231
HINFP,2.30E-05,0,1,0,0,1,0,4,7,1,5,0.769196811,0.864824914,0.930438187,0.875859314,0.215231385
ALDH8A1,2.31E-05,0,1,1,0,0,0,4,11,1,6,0.767808236,0.864761656,0.930542573,0.875876842,0.215258607
IFI16,2.28E-05,0,3,3,0,1,0,2,9,4,5,0.771023462,0.864717064,0.930275828,0.875894362,0.21527035
PRR21,2.32E-05,0,0,0,1,1,0,0,1,0,0,0.767634855,0.864660955,0.930571762,0.875911875,0.215292234
FYN,2.31E-05,0,0,1,1,0,0,1,3,3,1,0.768068386,0.864510198,0.930520646,0.875929381,0.215364825
TOPBP1,5.26E-05,0,0,0,1,0,0,7,17,6,2,0.553072043,0.863393878,0.938489055,0.875946894,0.215645049
GPR160,9.98E-06,0,0,2,2,1,0,0,4,0,2,0.891585789,0.863362944,0.899903794,0.875964399,0.215650921
ZNF12,2.32E-05,0,1,1,0,0,0,4,13,2,3,0.767634855,0.863052216,0.930575406,0.8759819,0.215738991
C19orf63,1.40E-05,0,3,5,3,4,0,1,22,4,1,0.85168509,0.862887031,0.917535161,0.875999394,0.215791833
DDC,2.32E-05,0,1,1,0,0,0,3,6,2,1,0.766855171,0.862635716,0.930646305,0.876016884,0.215845743
SLC22A24,2.24E-05,0,1,1,0,0,0,0,0,0,0,0.774165846,0.862179116,0.9300048,0.876034371,0.215971711
C1RL,2.31E-05,0,0,1,1,0,0,7,26,7,1,0.768502183,0.86208973,0.930487701,0.876051852,0.216034161
EPOR,2.35E-05,0,1,1,0,0,0,1,7,1,2,0.764693895,0.861698896,0.93081601,0.876069329,0.21612917
RUNDC1,2.33E-05,0,0,1,1,0,0,4,14,2,2,0.766249345,0.861494486,0.930700641,0.8760868,0.216177742
GAPDHS,2.37E-05,0,1,1,0,0,0,4,6,6,5,0.763141877,0.861364326,0.93092711,0.876104265,0.216201761
SLC44A5,2.35E-05,0,1,1,0,0,0,1,11,2,0,0.764693895,0.861265328,0.930817807,0.876121723,0.216231652
C2orf71,5.05E-05,0,2,4,3,2,0,2,18,10,10,0.565980041,0.861169083,0.938268443,0.876139173,0.216251935
GMPS,2.35E-05,0,1,1,0,0,0,2,3,0,0,0.765039254,0.860996925,0.930790837,0.876156618,0.216292501
THSD1,3.71E-05,0,1,2,1,0,0,5,12,6,3,0.65646214,0.860934381,0.936193316,0.876174055,0.216314919
UBAC1,2.34E-05,0,1,1,0,0,0,5,8,0,5,0.76555761,0.860877049,0.930754812,0.876191484,0.216341607
WNT2B,2.34E-05,0,1,1,0,0,0,4,7,3,4,0.76555761,0.860777482,0.930756615,0.876208906,0.216373098
C7orf61,1.00E-05,0,1,1,1,2,0,0,5,2,1,0.891279837,0.860772329,0.900116917,0.87622632,0.216383774
FBLN7,2.35E-05,0,0,1,1,0,0,5,22,3,2,0.765039254,0.86074704,0.930789037,0.876243725,0.216389111
CNR1,2.37E-05,0,1,1,0,0,0,1,5,0,1,0.763314154,0.860184843,0.930914601,0.87626113,0.216525754
FGGY,2.32E-05,0,1,2,2,2,0,1,7,6,5,0.766855171,0.860122701,0.930648119,0.876278528,0.216532159
HNMT,1.01E-05,0,0,2,2,1,0,1,6,2,1,0.89087208,0.859905239,0.900356839,0.87629592,0.216587136
CRLF1,2.36E-05,0,0,1,1,0,0,1,4,3,1,0.764089925,0.859736732,0.930848331,0.876313306,0.216639445
BRD1,6.69E-05,0,0,2,0,1,1,9,19,4,6,2.030278104,0.859668414,0.709685011,0.876330684,0.216646384
PSAP,2.36E-05,0,1,1,0,0,0,4,16,2,3,0.763486474,0.8594364,0.93090566,0.876348057,0.21669549
CYP2S1,2.35E-05,0,2,3,1,1,0,3,11,1,2,0.764434987,0.858732957,0.93083397,0.876365432,0.216867361
BACE2,2.37E-05,0,0,1,1,0,0,1,7,3,5,0.763055755,0.85867322,0.930934255,0.876382799,0.216887643
GLG1,5.29E-05,0,1,0,0,0,0,3,11,4,3,0.551254299,0.85835239,0.938510973,0.876400162,0.216935682
FIBIN,1.03E-05,0,2,2,0,1,0,2,9,1,1,0.888633038,0.858326803,0.901819465,0.876417517,0.216944222
LARP4,2.39E-05,0,1,1,0,0,0,5,5,4,5,0.760906117,0.858053897,0.931118956,0.876434867,0.21698799
BYSL,2.38E-05,0,0,1,1,0,0,4,12,0,2,0.761851145,0.858040681,0.931042838,0.876452209,0.21699226
SMYD1,2.38E-05,0,0,1,1,0,0,1,17,5,1,0.762453191,0.857847184,0.930984184,0.876469546,0.217052042
TTC38,2.48E-05,0,3,4,2,3,0,3,7,3,3,0.753306685,0.85771585,0.931694627,0.876486876,0.217085135
KRT76,2.41E-05,0,1,1,0,0,0,8,10,5,7,0.75987663,0.857668241,0.93119125,0.876504198,0.217093141
TSGA10,2.44E-05,0,1,1,0,0,0,2,16,2,5,0.757053342,0.857579101,0.931402989,0.876521513,0.217110222
CTBP1,2.39E-05,0,1,1,0,0,0,1,1,3,1,0.761077845,0.857462679,0.931108353,0.876538821,0.217126234
CTSA,2.38E-05,0,1,1,0,0,0,1,3,4,4,0.762195108,0.857393609,0.931009095,0.876556122,0.217168935
CCDC93,2.49E-05,0,3,4,0,0,0,1,16,0,3,0.752457986,0.857297154,0.931756154,0.876573416,0.217195623
