Gene,mut.rate,dn.LoF,case.LoF,ctrl.LoF,trans.LoF,ntrans.LoF,dn.mis3,case.mis3,ctrl.mis3,trans.mis3,ntrans.mis3,BF.dn,BF,qvalue.dn,qvalue,pval.TADA
WNT7A,2.41E-05,0,0,0,0,0,0,0,8,2,2,0.759619495,0.419250767,0.931212356,0.939105027,0.726851882
GBX2,2.39E-05,0,0,0,0,0,0,1,5,1,0,0.760906117,0.419234593,0.931117189,0.93910759,0.726879103
BSG,2.41E-05,0,0,0,0,0,0,0,8,2,3,0.759105509,0.419225329,0.931238711,0.939110153,0.726890312
FAM149B1,2.30E-05,0,0,0,0,0,0,0,0,0,0,0.768936246,0.419213382,0.930467545,0.939112716,0.726944756
ACOT7,2.40E-05,0,0,0,0,0,0,0,6,2,0,0.760648603,0.419162321,0.931138376,0.939115278,0.727006672
MAFB,2.40E-05,0,0,0,0,0,0,0,2,0,0,0.759962363,0.419143611,0.931184208,0.93911784,0.727038164
LEKR1,1.30E-05,0,0,4,1,0,0,1,6,3,1,0.861352013,0.419081061,0.914679154,0.939120403,0.727105418
MOS,2.40E-05,0,0,0,0,0,0,0,10,3,0,0.760391184,0.419074505,0.931154253,0.939122964,0.727131572
VANGL1,2.45E-05,0,0,0,0,0,0,3,29,6,5,0.755773802,0.419043213,0.931498438,0.939125526,0.727181745
PPP4R1,3.57E-05,0,0,2,1,1,0,5,10,4,5,0.66678674,0.418998596,0.935904655,0.939128087,0.727268748
CAT,2.35E-05,0,0,1,0,1,0,2,20,5,6,0.764952898,0.418914825,0.930798032,0.939130648,0.727365893
PELP1,4.79E-05,0,0,1,0,0,0,0,3,0,0,0.582416714,0.418857148,0.937978537,0.93913321,0.727434214
PITX1,2.41E-05,0,0,0,0,0,0,2,5,0,2,0.75987663,0.418844197,0.931194769,0.939135771,0.727448092
RLIM,2.31E-05,0,0,0,0,0,0,0,0,0,0,0.768241873,0.41883482,0.930506011,0.939138331,0.727499333
MICAL3,9.03E-05,0,0,1,1,0,0,5,39,6,3,0.368306687,0.418819328,0.940091177,0.939140891,0.727540966
DHRS7,1.31E-05,0,0,2,1,2,0,1,8,3,1,0.860860933,0.418818425,0.914865164,0.939143451,0.727545236
PHTF2,2.43E-05,0,0,0,0,0,0,2,15,2,2,0.758164183,0.418816844,0.931326286,0.939146011,0.727552709
DHH,2.40E-05,0,0,0,0,0,0,1,3,2,2,0.760391184,0.418788894,0.931150726,0.93914857,0.727595943
ZNF652,2.40E-05,0,0,0,0,0,0,2,4,2,1,0.760305399,0.418784305,0.931163068,0.939151129,0.72760395
GAS2L1,2.31E-05,0,0,2,0,0,0,2,7,7,7,0.767894942,0.418746927,0.930537094,0.939153688,0.727654123
C20orf123,2.31E-05,0,0,0,0,0,0,0,0,0,0,0.768068386,0.418740237,0.930516988,0.939156246,0.727760342
ZNF90,2.31E-05,0,0,0,0,0,0,0,0,0,0,0.768068386,0.418740237,0.93052613,0.939158804,0.727760342
CBLC,2.36E-05,0,0,1,0,1,0,2,14,2,5,0.76383124,0.418736876,0.930869851,0.939161362,0.727761409
C6orf57,4.54E-06,0,2,5,0,1,0,0,5,0,0,0.949000363,0.418719205,0.824891421,0.939163919,0.72780838
SLC17A6,2.43E-05,0,0,0,0,0,0,0,6,0,0,0.757822197,0.418717911,0.931355952,0.939166476,0.727816386
SOS2,4.75E-05,0,0,1,0,0,0,3,21,9,6,0.58499114,0.418651218,0.937932908,0.939169033,0.727872965
CPSF6,2.42E-05,0,0,0,0,0,0,1,6,0,0,0.758848658,0.4186248,0.931258015,0.939171589,0.727918335
MKRN3,2.34E-05,0,0,1,0,1,0,2,11,8,1,0.765384782,0.418551415,0.930767428,0.939174146,0.727999466
ZBTB34,2.41E-05,0,0,0,0,0,0,2,3,0,0,0.759619495,0.418499841,0.931214114,0.939176702,0.728094476
MSN,2.42E-05,0,0,0,0,0,0,0,3,0,0,0.758335239,0.418378296,0.931303562,0.939179259,0.728241793
GUF1,2.54E-05,0,1,2,1,3,0,4,13,6,13,0.748483004,0.418307687,0.932037316,0.939181815,0.728313317
CAPN8,2.32E-05,0,0,0,0,0,0,0,0,0,0,0.767201591,0.418267672,0.930609983,0.939184372,0.728395516
SMCR7L,2.39E-05,0,0,0,0,0,0,1,20,10,3,0.761421429,0.418220516,0.931085364,0.939186928,0.728450494
LPPR2,2.42E-05,0,0,0,0,0,0,0,1,0,0,0.758420782,0.418198721,0.931293062,0.939189484,0.728511876
FOXF1,2.42E-05,0,0,0,0,0,0,1,4,1,1,0.759019882,0.418195339,0.931249243,0.939192039,0.728530024
CLEC18C,2.32E-05,0,0,0,0,0,0,0,0,0,0,0.76702836,0.418173229,0.930622706,0.939194594,0.728653323
SLC25A6,2.32E-05,0,0,0,0,0,0,0,0,0,0,0.76702836,0.418173229,0.930629971,0.939197149,0.728653323
ALKBH5,2.42E-05,0,0,0,0,0,0,2,6,0,2,0.758335239,0.418139322,0.931300063,0.939199704,0.728702429
ELAVL3,2.43E-05,0,0,0,0,0,0,0,1,0,1,0.758078671,0.418104694,0.931335018,0.939202258,0.728800107
PDE6A,3.69E-05,0,0,3,1,0,0,10,44,7,13,0.657926386,0.418095328,0.936154987,0.939204812,0.728842808
GFRAL,1.33E-05,0,1,3,0,1,0,2,7,1,2,0.858703799,0.418076942,0.91559038,0.939207366,0.728866293
PLCXD1,2.33E-05,0,0,0,0,0,0,0,0,0,0,0.766595468,0.417937222,0.930671683,0.93920992,0.729133707
MAP2K7,2.42E-05,0,0,0,0,0,0,1,1,0,0,0.758335239,0.417932232,0.931301813,0.939212474,0.729173205
ZNF460,2.43E-05,0,0,0,0,0,0,0,1,0,0,0.757822197,0.417868657,0.931359439,0.939215028,0.729316787
CLEC18A,2.33E-05,0,0,0,0,0,0,0,0,0,0,0.766422385,0.41784286,0.930678927,0.939217581,0.729396317
SLC16A2,2.43E-05,0,0,0,0,0,0,0,2,0,0,0.757565818,0.417821839,0.931369897,0.939220134,0.729443288
ZSCAN12,2.33E-05,0,0,0,0,0,0,0,0,0,0,0.76633586,0.417795688,0.930695215,0.939222687,0.729522284
ZIC2,2.42E-05,0,0,0,0,0,0,0,4,2,0,0.758335239,0.417786381,0.931310558,0.939225239,0.729583667
EFEMP2,2.43E-05,0,0,0,0,0,0,3,9,7,5,0.758078671,0.41776527,0.931333272,0.939227791,0.729598078
ARSB,2.34E-05,0,0,2,0,0,0,3,8,2,6,0.765816931,0.417741735,0.930722329,0.939230343,0.729630638
KAT7,2.48E-05,0,0,0,0,0,0,2,6,8,2,0.753391612,0.417715175,0.93168778,0.939232895,0.729641847
LMX1B,2.45E-05,0,0,0,0,0,0,1,8,1,3,0.756370628,0.417714957,0.931453377,0.939235446,0.729649853
GRHL1,2.34E-05,0,0,0,0,2,0,2,9,2,0,0.765816931,0.417684567,0.930724136,0.939237997,0.729680278
WNT3,2.44E-05,0,0,0,0,0,0,0,2,0,1,0.756882601,0.417576867,0.931418641,0.939240548,0.729817454
PSG2,1.34E-05,0,0,4,1,0,0,0,4,2,1,0.857627437,0.417561818,0.915893118,0.939243099,0.729844142
NHLRC1,2.35E-05,0,0,1,0,1,0,0,3,2,1,0.765039254,0.417545227,0.930794435,0.93924565,0.729862824
HTN3,1.56E-06,0,0,3,0,0,0,0,0,2,0,0.982124647,0.417361042,0.73530425,0.939248201,0.730089138
KRT72,2.34E-05,0,0,1,0,1,0,4,8,3,4,0.765644039,0.417349261,0.930745795,0.939250751,0.73011636
C15orf52,2.55E-05,0,1,4,1,1,0,6,21,7,4,0.747387575,0.417343613,0.932122838,0.939253302,0.730121164
MTMR8,2.45E-05,0,0,0,0,0,0,0,5,0,0,0.755773802,0.417341412,0.931494976,0.939255852,0.730129704
NEIL3,2.42E-05,0,0,0,0,0,0,2,10,4,5,0.758420782,0.417325809,0.931294813,0.939258401,0.730151588
C2orf81,2.34E-05,0,0,0,0,0,0,0,0,0,0,0.76547119,0.417324282,0.93076022,0.939260951,0.730206031
HAO2,1.35E-05,0,1,1,0,3,0,2,5,1,7,0.856064439,0.417300336,0.916331275,0.9392635,0.730242327
MPHOSPH10,2.34E-05,0,0,2,0,0,0,1,12,6,6,0.76555761,0.417234555,0.930751206,0.939266049,0.730324526
FMR1,2.36E-05,0,0,2,0,0,0,0,1,0,0,0.763745032,0.417203205,0.930877019,0.939268597,0.730355484
STRBP,2.47E-05,0,0,0,0,0,0,0,5,0,2,0.754496612,0.417162436,0.931605397,0.939271146,0.730398719
DLK1,2.41E-05,0,0,0,0,0,0,3,19,7,5,0.759191147,0.417146584,0.931231686,0.939273694,0.730424339
DPYD,3.82E-05,0,1,5,2,1,0,11,37,12,8,0.648471836,0.417130662,0.936420435,0.939276242,0.73047131
MYO9A,8.88E-05,0,3,3,0,1,0,13,58,16,15,0.374213011,0.41711572,0.940065295,0.939278789,0.73049533
C8orf84,1.35E-05,0,1,4,0,0,0,2,5,1,0,0.856943244,0.417067376,0.916089179,0.939281337,0.730552442
PCDHAC2,4.78E-05,0,0,0,0,1,0,6,26,8,4,0.583059165,0.417027039,0.937961795,0.939283884,0.730567921
TBX1,2.44E-05,0,0,0,0,0,0,2,3,1,0,0.756882601,0.417005747,0.931416903,0.939286431,0.730610622
KIF3A,2.46E-05,0,0,0,0,0,0,4,2,1,0,0.755092342,0.416962263,0.931565793,0.939288978,0.730691753
ZNF629,4.81E-05,0,0,1,0,0,0,5,8,1,2,0.581134119,0.416924765,0.937993773,0.939291524,0.730724847
NRF1,2.45E-05,0,0,0,0,0,0,0,2,0,1,0.755688583,0.416918119,0.931510549,0.939294071,0.730747264
AP1B1,4.81E-05,0,0,1,0,0,0,4,13,6,3,0.581134119,0.416917965,0.937987675,0.939296616,0.730751001
C20orf26,5.59E-05,0,3,8,3,2,0,8,48,9,6,0.533429603,0.416882244,0.938756321,0.939299162,0.730783026
CHRFAM7A,2.46E-05,0,0,0,0,0,0,0,3,0,0,0.755603374,0.416871109,0.931519192,0.939301707,0.730813451
POU4F3,2.47E-05,0,0,0,0,0,0,0,2,0,4,0.754411549,0.416833432,0.931613996,0.939304252,0.730862557
C7orf26,2.45E-05,0,0,0,0,0,0,4,9,0,5,0.755859031,0.416734902,0.931484585,0.939306798,0.73095383
ELN,3.60E-05,0,0,1,1,2,0,7,20,8,9,0.664559559,0.416723546,0.935963551,0.939309342,0.730974113
CTNNBL1,2.47E-05,0,0,0,0,0,0,0,5,0,1,0.754156424,0.416692469,0.931626029,0.939311887,0.731056845
TAF6,3.62E-05,0,1,1,0,2,0,4,9,2,5,0.663079264,0.416664175,0.93601215,0.939314431,0.73109154
NHSL2,2.46E-05,0,0,0,0,0,0,1,7,0,0,0.754922081,0.416652844,0.931576132,0.939316976,0.731103816
JUN,2.44E-05,0,0,0,0,0,0,4,6,0,0,0.756626567,0.416652341,0.931429069,0.939319519,0.731129437
MUC2,0.0001501,0,2,4,3,1,0,22,62,21,16,0.198647166,0.416563512,0.940550655,0.939322063,0.731277822
PTGFRN,4.79E-05,0,0,1,0,0,0,6,26,9,11,0.582416714,0.41655107,0.937980058,0.939324606,0.731303977
FOXO4,2.46E-05,0,0,0,0,0,0,0,3,0,0,0.755007206,0.4165422,0.931569241,0.939327149,0.731320523
SFXN3,1.38E-05,0,1,4,0,0,0,1,5,0,3,0.853433899,0.416466174,0.917097042,0.939329692,0.731468375
CES3,2.66E-05,0,2,5,0,0,0,2,10,1,9,0.738188027,0.416466143,0.932786577,0.939332235,0.731468908
SLC15A5,2.36E-05,0,0,0,0,0,0,0,0,0,0,0.763745032,0.416383205,0.930880602,0.939334778,0.731642381
ZNF8,2.45E-05,0,0,0,0,0,0,2,6,3,1,0.756114782,0.416373544,0.931474188,0.93933732,0.731673339
TMEM150B,1.35E-05,0,0,3,1,1,0,5,14,3,2,0.856943244,0.416372629,0.916115746,0.939339862,0.73167494
TCF12,2.61E-05,0,0,4,2,1,0,4,15,9,4,0.742688691,0.416343667,0.932477373,0.939342404,0.731730985
FABP2,4.84E-06,0,1,6,1,0,0,1,3,1,2,0.945731462,0.416342483,0.833576945,0.939344945,0.731737924
CENPI,2.46E-05,0,0,0,0,0,0,1,1,0,0,0.755347811,0.416285806,0.931539919,0.939347486,0.73181692
C1orf106,2.46E-05,0,0,0,0,0,0,4,17,2,1,0.755518176,0.4161242,0.931529559,0.939350028,0.73206672
MTM1,2.47E-05,0,0,0,0,0,0,0,1,0,0,0.754581685,0.416081815,0.931600236,0.939352569,0.732226314
C17orf56,2.44E-05,0,0,0,0,0,0,5,13,3,3,0.756711901,0.416068273,0.931423855,0.93935511,0.732243395
SLC10A3,2.37E-05,0,0,0,0,0,0,0,0,0,0,0.763055755,0.41600742,0.930939611,0.939357651,0.732430211
RNF145,2.38E-05,0,0,2,0,0,0,1,2,1,1,0.762023106,0.415904958,0.931028639,0.939360192,0.732603149
DUSP6,2.47E-05,0,0,0,0,0,0,2,5,4,1,0.754326497,0.415904436,0.931615715,0.939362733,0.732607953
SOX2,2.47E-05,0,0,0,0,0,0,1,0,0,0,0.754581685,0.415894369,0.931601956,0.939365273,0.73263731
NUP43,1.37E-05,0,1,4,0,0,0,1,1,2,2,0.8542124,0.415887117,0.916822807,0.939367813,0.732649586
SUV39H1,2.37E-05,0,0,0,0,0,0,0,0,0,0,0.76279745,0.415866596,0.930959234,0.939370353,0.73273392
TRPV2,3.65E-05,0,1,2,0,1,0,2,10,2,2,0.660865537,0.415797068,0.936088716,0.939372893,0.732890312
PARP6,2.47E-05,0,0,0,0,0,0,2,2,0,1,0.754666768,0.415771217,0.931593353,0.939375432,0.732950627
SNPH,2.45E-05,0,0,0,0,0,0,4,16,3,2,0.755688583,0.41573682,0.931517464,0.939377971,0.73298799
HS3ST3A1,2.37E-05,0,0,0,0,0,0,0,0,0,0,0.76253924,0.415725823,0.930971713,0.93938051,0.733054177
ZNF595,2.48E-05,0,0,0,0,0,0,0,3,0,0,0.753476549,0.415697727,0.931682642,0.939383049,0.733103816
FKBP8,2.50E-05,0,0,0,0,0,0,2,10,0,2,0.752034027,0.415613385,0.931791941,0.939385587,0.733218041
TMEM151A,2.47E-05,0,0,0,0,0,0,0,0,1,0,0.754071404,0.415613123,0.931639769,0.939388125,0.733234588
